x,y,z,vx,vy,vz
-31.608497619628906,38.09256362915039,1.1038999557495117,0.0,0.0,0.0
-88.95339965820312,-72.38338470458984,1.1038998365402222,0.0,0.0,0.0
-95.12232971191406,5.40462064743042,1.1038999557495117,0.0,0.0,0.0
-93.62528991699219,4.685532093048096,1.1038998365402222,0.0,0.0,0.0
-37.375091552734375,-21.4952392578125,1.1038998365402222,0.0,0.0,0.0
-77.16524505615234,4.929834842681885,1.1038998365402222,0.0,0.0,0.0
31.70306968688965,38.54310607910156,1.1038999557495117,0.0,0.0,0.0
-35.77680969238281,-35.92185974121094,1.1038999557495117,0.0,0.0,0.0
38.41655731201172,4.262629508972168,1.1038998365402222,0.0,0.0,0.0
30.357656478881836,-51.0228157043457,1.1038998365402222,0.0,0.0,0.0
-31.614137649536133,38.154693603515625,1.1038999557495117,0.08222655951976776,0.03701171651482582,0.0
-88.86646270751953,-72.41069793701172,1.1038998365402222,0.125,-0.012011718936264515,0.0
-95.17837524414062,5.372591972351074,1.1038999557495117,0.07402343302965164,-0.06416015326976776,0.0
-93.55717468261719,4.668323516845703,1.1038998365402222,0.09648437052965164,-0.0065979002974927425,0.0
-37.3701286315918,-21.49431800842285,1.1038998365402222,0.006396484095603228,0.0027343749534338713,0.0
-77.07424926757812,4.9228386878967285,1.1038998365402222,0.12548828125,-0.0030334473121911287,0.0
31.774723052978516,38.48765563964844,1.1038999557495117,0.122802734375,-0.02583007700741291,0.0
-35.77416229248047,-36.00971221923828,1.1038999557495117,0.11123046278953552,-0.05810546875,0.0
38.5076904296875,4.267565727233887,1.1038998365402222,0.12548828125,0.0021423338912427425,0.0
30.34758186340332,-51.01743698120117,1.1038998365402222,0.017822265625,0.002343749860301614,0.0
-31.62168312072754,38.244014739990234,1.1038999557495117,0.16098631918430328,0.13901366293430328,0.0
-88.77959442138672,-72.43860626220703,1.1038998365402222,0.24843749403953552,-0.03574218600988388,0.0
-95.23690032958984,5.338107585906982,1.1038999557495117,0.08945312350988388,-0.16771240532398224,0.0
-93.48824310302734,4.651182651519775,1.1038998365402222,0.193359375,-0.01985473558306694,0.0
-37.34949493408203,-21.427501678466797,1.1038998365402222,0.08403319865465164,0.06181640550494194,0.0
-76.9832534790039,4.915693759918213,1.1038998365402222,0.2508789002895355,-0.009039306081831455,0.0
31.846025466918945,38.43098449707031,1.1038999557495117,0.23857420682907104,-0.07612304389476776,0.0
-35.77330017089844,-36.09991455078125,1.1038999557495117,0.186767578125,-0.16318358480930328,0.0
38.59882736206055,4.272605895996094,1.1038998365402222,0.25092771649360657,0.006378173828125,0.0
30.266942977905273,-50.99856185913086,1.1038998365402222,0.08383788913488388,0.11210937052965164,0.0
-31.63140106201172,38.3347282409668,1.1038999557495117,0.19633789360523224,0.2688964903354645,0.0
-88.69284057617188,-72.46696472167969,1.1038998365402222,0.36992186307907104,-0.06855468451976776,0.0
-95.29798889160156,5.303033828735352,1.1038999557495117,0.04609375074505806,-0.2739501893520355,0.0
-93.41922760009766,4.634294509887695,1.1038998365402222,0.2894531190395355,-0.0382080078125,0.0
-37.32931900024414,-21.359027862548828,1.1038998365402222,0.14589843153953552,0.13994140923023224,0.0
-76.89226531982422,4.9084320068359375,1.1038998365402222,0.37617185711860657,-0.01738281175494194,0.0
31.916908264160156,38.3734016418457,1.1038999557495117,0.34599608182907104,-0.14462889730930328,0.0
-35.7744026184082,-36.191375732421875,1.1038999557495117,0.22299803793430328,-0.2933593690395355,0.0
38.68995666503906,4.277729511260986,1.1038998365402222,0.3763183653354645,0.01226196251809597,0.0
30.181188583374023,-50.97834777832031,1.1038998365402222,0.04755859449505806,0.24873046576976776,0.0
-31.64293098449707,38.42591094970703,1.1038999557495117,0.19541014730930328,0.4081054627895355,0.0
-88.60614776611328,-72.49563598632812,1.1038998365402222,0.4898437261581421,-0.10751952975988388,0.0
-95.35900115966797,5.269169330596924,1.1038999557495117,-0.03574218600988388,-0.3601928651332855,0.0
-93.35012817382812,4.617696762084961,1.1038998365402222,0.38496091961860657,-0.05989990010857582,0.0
-37.30979537963867,-21.289913177490234,1.1038998365402222,0.19160155951976776,0.23032225668430328,0.0
-76.80127716064453,4.901090145111084,1.1038998365402222,0.5013671517372131,-0.02733154222369194,0.0
31.987422943115234,38.31523513793945,1.1038999557495117,0.44599607586860657,-0.224853515625,0.0
-35.77708435058594,-36.28327178955078,1.1038999557495117,0.22763670980930328,-0.4322753846645355,0.0
38.78108596801758,4.282908916473389,1.1038998365402222,0.501660168170929,0.01928100548684597,0.0
30.09152603149414,-50.95965576171875,1.1038998365402222,-0.06689453125,0.35498046875,0.0
-31.65569305419922,38.517066955566406,1.1038999557495117,0.16987304389476776,0.546826183795929,0.0
-88.51953125,-72.52448272705078,1.1038998365402222,0.608593761920929,-0.15019531548023224,0.0
-95.42220306396484,5.233479976654053,1.1038999557495117,-0.14042969048023224,-0.4277709722518921,0.0
-93.28094482421875,4.601413249969482,1.1038998365402222,0.4800781011581421,-0.08341674506664276,0.0
-37.29077911376953,-21.220422744750977,1.1038998365402222,0.22416990995407104,0.32763671875,0.0
-76.71029663085938,4.893698692321777,1.1038998365402222,0.62646484375,-0.03826904296875,0.0
32.05766677856445,38.25673294067383,1.1038999557495117,0.5406249761581421,-0.31171873211860657,0.0
-35.78080749511719,-36.375179290771484,1.1038999557495117,0.21147459745407104,-0.5714355111122131,0.0
38.872215270996094,4.288124084472656,1.1038998365402222,0.626953125,0.02699584886431694,0.0
29.999940872192383,-50.943294525146484,1.1038998365402222,-0.21977537870407104,0.41455078125,0.0
-31.66915512084961,38.6080207824707,1.1038999557495117,0.13032226264476776,0.6814941167831421,0.0
-88.43293762207031,-72.55342864990234,1.1038998365402222,0.7265625,-0.19482421875,0.0
-95.48686218261719,5.197381496429443,1.1038999557495117,-0.25566405057907104,-0.478271484375,0.0
